,class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,human_interference,smell_quality,c_molybdites,spore_color,no_rings
7018,1,1,1,5,2,5,1,1,1,9,2,5,1,1,1,1,1,1,1,2,5,4,4,1,1,1,1,1
7019,2,1,3,3,2,4,1,2,2,3,1,5,3,4,1,1,1,1,2,1,5,1,2,1,0,1,1,1
7020,2,5,3,3,2,4,1,2,2,3,1,5,3,4,1,1,1,1,2,1,5,2,2,1,0,1,1,1
7021,1,4,1,5,2,8,1,1,1,9,2,5,3,4,3,1,1,1,1,2,5,4,4,1,0,1,1,1
7022,2,4,1,4,1,4,1,1,2,5,1,3,1,1,1,1,1,1,2,1,5,4,5,0,0,1,1,1
7023,1,5,1,5,2,7,1,1,1,9,2,5,3,1,1,2,1,1,1,2,5,4,4,1,1,1,1,1
7024,1,1,1,1,2,7,1,1,1,9,2,5,1,4,1,2,1,1,1,2,5,4,5,0,1,1,1,1
7025,2,5,1,1,2,4,2,1,2,11,1,5,1,1,7,8,1,2,1,1,9,6,7,1,0,1,0,1
7026,2,1,1,1,2,4,2,1,2,2,1,5,1,1,7,8,1,3,1,1,2,6,7,1,0,1,1,1
7027,1,5,2,5,2,8,1,1,1,9,2,5,3,1,1,1,1,1,1,2,5,4,7,1,0,1,1,1
7028,1,1,1,5,2,7,1,1,1,9,2,5,3,1,3,1,1,1,1,2,5,4,4,1,1,1,1,1
7029,1,1,1,1,2,8,1,1,1,9,2,5,3,1,1,2,1,1,1,2,5,4,4,1,0,1,1,1
7030,1,5,1,5,2,7,1,1,1,9,2,5,3,4,1,1,1,1,1,2,5,4,4,1,1,1,1,1
7031,1,1,1,1,2,7,1,1,1,9,2,5,1,4,1,1,1,1,1,2,5,4,7,1,1,1,1,1
7032,2,5,3,3,2,4,1,2,2,3,1,5,3,1,1,1,1,1,2,1,5,2,2,1,0,1,1,1
7033,2,5,1,1,2,4,2,1,2,12,1,5,1,1,7,8,1,2,1,1,2,6,7,1,0,1,1,1
7034,1,5,2,9,2,9,1,1,2,5,1,2,3,3,8,9,1,1,3,5,5,6,4,1,1,1,1,0
7035,2,1,3,4,2,4,1,2,2,3,1,5,1,1,1,1,1,1,2,1,5,1,2,1,0,1,1,1
7036,2,1,1,1,2,4,2,1,2,2,1,5,1,1,7,8,1,3,1,1,7,4,7,1,0,1,0,1
7037,2,1,1,1,2,4,2,1,2,11,1,5,1,1,7,8,1,3,1,1,9,4,7,1,0,1,0,1
7038,1,5,2,5,2,8,1,1,1,9,2,5,3,1,1,2,1,1,1,2,5,4,5,0,0,1,1,1
7039,2,5,3,3,2,4,1,2,2,4,1,5,1,1,1,1,1,1,2,1,5,2,2,1,0,1,1,1
7040,2,1,3,4,2,4,1,2,2,3,1,5,3,1,1,1,1,1,2,1,5,1,2,1,0,1,1,1
7041,2,4,1,1,2,4,2,1,2,12,1,5,1,1,7,8,1,3,1,1,2,4,7,1,0,1,1,1
7042,1,5,2,1,2,7,1,1,1,9,2,5,3,4,1,2,1,1,1,2,5,4,4,1,1,1,1,1
7043,1,5,2,1,2,8,1,1,1,9,2,5,3,1,3,1,1,1,1,2,5,4,7,1,0,1,1,1
7044,1,4,2,1,2,8,1,1,1,9,2,5,3,1,1,1,1,1,1,2,5,4,4,1,0,1,1,1
7045,1,4,2,5,2,7,1,1,1,9,2,5,3,1,1,2,1,1,1,2,5,4,5,0,1,1,1,1
7046,2,5,3,4,2,4,1,2,2,4,1,5,1,4,1,1,1,1,2,1,5,2,2,1,0,1,1,1
7047,1,4,2,5,2,8,1,1,1,9,2,5,3,4,1,2,1,1,1,2,5,4,4,1,0,1,1,1
7048,1,4,2,1,2,8,1,1,1,9,2,5,3,1,1,2,1,1,1,2,5,4,5,0,0,1,1,1
7049,1,5,1,5,2,8,1,1,1,9,2,5,3,1,3,2,1,1,1,2,5,4,7,1,0,1,1,1
7050,2,5,1,4,2,4,1,2,2,5,1,5,3,4,1,1,1,1,2,1,5,1,2,1,0,1,1,1
7051,2,2,1,1,2,4,2,1,2,11,1,5,1,1,7,8,1,2,1,1,8,6,7,1,0,1,0,1
7052,1,5,2,1,2,5,1,1,1,9,2,5,3,4,1,1,1,1,1,2,5,4,7,1,1,1,1,1
7053,1,1,1,1,2,8,1,1,1,9,2,5,3,1,3,2,1,1,1,2,5,4,5,0,0,1,1,1
7054,2,2,1,1,2,4,2,1,2,12,1,5,1,1,7,8,1,2,1,1,7,4,7,1,0,1,0,1
7055,1,5,1,1,2,7,1,1,1,9,2,5,3,1,1,1,1,1,1,2,5,4,4,1,1,1,1,1
7056,1,5,1,1,2,7,1,1,1,9,2,5,3,4,3,1,1,1,1,2,5,4,5,0,1,1,1,1
7057,1,5,1,5,2,8,1,1,1,9,2,5,1,4,1,1,1,1,1,2,5,4,7,1,0,1,1,1
7058,1,4,1,5,2,8,1,1,1,9,2,5,1,1,1,2,1,1,1,2,5,4,5,0,0,1,1,1
7059,1,1,1,5,2,8,1,1,1,9,2,5,1,1,3,2,1,1,1,2,5,4,5,0,0,1,1,1
7060,1,1,1,5,2,7,1,1,1,9,2,5,1,1,1,1,1,1,1,2,5,4,4,1,1,1,1,1
7061,1,1,1,1,2,8,1,1,1,9,2,5,1,1,3,1,1,1,1,2,5,4,4,1,0,1,1,1
7062,1,5,2,1,2,7,1,1,1,9,2,5,1,4,1,1,1,1,1,2,5,4,4,1,1,1,1,1
7063,2,1,1,6,1,4,1,1,2,5,1,3,1,1,1,1,1,1,2,1,5,5,5,0,0,1,1,1
7064,1,4,1,5,2,7,1,1,1,9,2,5,1,4,1,2,1,1,1,2,5,4,4,1,1,1,1,1
7065,1,1,2,1,2,9,2,1,2,5,1,2,3,3,8,9,1,1,3,5,5,6,4,1,1,1,1,0
7066,1,5,1,1,2,5,1,1,1,9,2,5,1,1,1,1,1,1,1,2,5,4,7,1,1,1,1,1
7067,2,5,1,4,2,4,1,2,2,3,1,5,3,4,1,1,1,1,2,1,5,1,2,1,0,1,1,1
7068,1,5,1,1,2,5,1,1,1,9,2,5,3,1,3,1,1,1,1,2,5,4,4,1,1,1,1,1
7069,1,4,2,1,2,7,1,1,1,9,2,5,3,4,3,1,1,1,1,2,5,4,5,0,1,1,1,1
7070,1,5,1,1,2,8,1,1,1,9,2,5,1,4,3,1,1,1,1,2,5,4,5,0,0,1,1,1
7071,1,5,2,5,2,7,1,1,1,9,2,5,1,4,3,1,1,1,1,2,5,4,4,1,1,1,1,1
7072,1,4,2,5,2,5,1,1,1,9,2,5,3,1,3,1,1,1,1,2,5,4,4,1,1,1,1,1
7073,2,4,1,9,1,4,1,1,2,5,1,3,1,1,1,1,1,1,2,1,5,5,5,0,0,1,1,1
7074,1,4,2,1,2,5,1,1,1,9,2,5,1,4,3,1,1,1,1,2,5,4,7,1,1,1,1,1
7075,1,5,1,5,2,5,1,1,1,9,2,5,1,4,1,2,1,1,1,2,5,4,4,1,1,1,1,1
7076,1,1,1,5,2,7,1,1,1,9,2,5,3,1,3,2,1,1,1,2,5,4,7,1,1,1,1,1
7077,1,4,2,5,2,7,1,1,1,9,2,5,3,4,3,2,1,1,1,2,5,4,7,1,1,1,1,1
7078,1,1,1,1,2,5,1,1,1,9,2,5,1,1,3,1,1,1,1,2,5,4,5,0,1,1,1,1
7079,2,4,1,1,2,4,2,1,2,11,1,5,1,1,7,8,1,2,1,1,2,6,7,1,0,1,1,1
7080,1,4,1,5,2,8,1,1,1,9,2,5,1,4,3,2,1,1,1,2,5,4,4,1,0,1,1,1
7081,1,1,2,5,2,8,1,1,1,9,2,5,1,4,3,1,1,1,1,2,5,4,5,0,0,1,1,1
7082,1,1,2,5,2,5,1,1,1,9,2,5,1,4,1,1,1,1,1,2,5,4,4,1,1,1,1,1
7083,1,1,1,5,2,8,1,1,1,9,2,5,3,4,3,2,1,1,1,2,5,4,5,0,0,1,1,1
7084,1,5,1,5,2,5,1,1,1,9,2,5,3,4,3,2,1,1,1,2,5,4,7,1,1,1,1,1
7085,1,1,1,5,2,7,1,1,1,9,2,5,1,1,1,2,1,1,1,2,5,4,7,1,1,1,1,1
7086,2,2,3,4,2,4,1,2,2,5,1,5,3,1,1,1,1,1,2,1,5,1,2,1,0,1,1,1
7087,1,5,2,5,2,8,1,1,1,9,2,5,3,1,3,1,1,1,1,2,5,4,5,0,0,1,1,1
7088,1,5,1,5,2,8,1,1,1,9,2,5,1,4,3,1,1,1,1,2,5,4,7,1,0,1,1,1
7089,2,5,3,4,2,4,1,2,2,3,1,5,1,1,1,1,1,1,2,1,5,2,2,1,0,1,1,1
7090,2,4,1,1,2,4,2,1,2,2,1,5,1,1,7,8,1,2,1,1,2,4,7,1,0,1,1,1
7091,1,4,2,1,2,9,1,1,2,5,1,2,3,3,8,9,1,1,3,5,5,6,4,1,1,1,1,0
7092,1,5,1,5,2,8,1,1,1,9,2,5,1,4,1,2,1,1,1,2,5,4,4,1,0,1,1,1
7093,1,4,1,1,2,5,1,1,1,9,2,5,3,4,1,1,1,1,1,2,5,4,7,1,1,1,1,1
7094,1,5,2,1,2,5,1,1,1,9,2,5,3,4,1,2,1,1,1,2,5,4,5,0,1,1,1,1
7095,1,5,1,5,2,7,1,1,1,9,2,5,1,1,1,2,1,1,1,2,5,4,7,1,1,1,1,1
7096,1,5,2,1,2,7,1,1,1,9,2,5,1,1,1,1,1,1,1,2,5,4,5,0,1,1,1,1
7097,1,5,2,1,2,7,1,1,1,9,2,5,1,4,1,2,1,1,1,2,5,4,7,1,1,1,1,1
7098,2,1,3,4,2,4,1,2,2,3,1,5,3,4,1,1,1,1,2,1,5,2,2,1,0,1,1,1
7099,1,5,2,5,2,5,1,1,1,9,2,5,3,4,1,2,1,1,1,2,5,4,5,0,1,1,1,1
7100,1,1,2,9,2,9,2,1,2,11,1,2,3,3,8,9,1,1,3,5,5,6,4,1,1,1,1,0
7101,1,5,2,5,2,8,1,1,1,9,2,5,3,4,1,2,1,1,1,2,5,4,5,0,0,1,1,1
7102,1,5,2,5,2,8,1,1,1,9,2,5,3,4,3,1,1,1,1,2,5,4,7,1,0,1,1,1
7103,2,2,1,3,2,4,1,2,2,4,1,5,1,4,1,1,1,1,2,1,5,1,2,1,0,1,1,1
7104,1,5,1,1,2,7,1,1,1,9,2,5,3,4,3,1,1,1,1,2,5,4,4,1,1,1,1,1
7105,1,1,1,5,2,7,1,1,1,9,2,5,1,4,3,2,1,1,1,2,5,4,5,0,1,1,1,1
7106,1,4,2,1,2,5,1,1,1,9,2,5,3,1,3,1,1,1,1,2,5,4,7,1,1,1,1,1
7107,1,4,1,5,2,7,1,1,1,9,2,5,3,4,3,2,1,1,1,2,5,4,5,0,1,1,1,1
7108,1,5,2,5,2,5,1,1,1,9,2,5,1,4,3,1,1,1,1,2,5,4,4,1,1,1,1,1
7109,1,5,2,5,2,5,1,1,1,9,2,5,3,1,1,2,1,1,1,2,5,4,4,1,1,1,1,1
7110,2,2,3,3,2,4,1,2,2,5,1,5,1,1,1,1,1,1,2,1,5,2,2,1,0,1,1,1
7111,1,5,2,1,2,9,2,1,2,5,1,2,3,3,8,9,1,1,3,5,5,6,4,1,1,1,1,0
7112,1,4,2,5,2,7,1,1,1,9,2,5,3,1,3,1,1,1,1,2,5,4,4,1,1,1,1,1
7113,1,5,1,1,2,5,1,1,1,9,2,5,1,4,1,2,1,1,1,2,5,4,5,0,1,1,1,1
7114,1,5,2,1,2,5,1,1,1,9,2,5,3,1,1,2,1,1,1,2,5,4,5,0,1,1,1,1
7115,1,1,1,5,2,8,1,1,1,9,2,5,3,4,1,1,1,1,1,2,5,4,7,1,0,1,1,1
7116,2,1,2,4,1,4,1,1,2,5,1,3,1,1,1,1,1,1,2,1,5,4,5,0,0,1,1,1
7117,1,4,1,1,2,7,1,1,1,9,2,5,3,1,3,1,1,1,1,2,5,4,4,1,1,1,1,1
7118,1,5,2,5,2,7,1,1,1,9,2,5,3,1,1,1,1,1,1,2,5,4,5,0,1,1,1,1
7119,2,5,3,3,2,4,1,2,2,5,1,5,3,4,1,1,1,1,2,1,5,2,2,1,0,1,1,1
7120,1,1,1,1,2,8,1,1,1,9,2,5,3,1,3,2,1,1,1,2,5,4,4,1,0,1,1,1
7121,1,5,2,1,2,7,1,1,1,9,2,5,1,1,3,1,1,1,1,2,5,4,4,1,1,1,1,1
7122,1,1,1,5,2,8,1,1,1,9,2,5,1,1,3,1,1,1,1,2,5,4,4,1,0,1,1,1
7123,2,5,1,3,2,4,1,2,2,5,1,5,1,4,1,1,1,1,2,1,5,2,2,1,0,1,1,1
7124,1,4,2,1,2,8,1,1,1,9,2,5,1,1,1,2,1,1,1,2,5,4,5,0,0,1,1,1
7125,1,5,1,5,2,8,1,1,1,9,2,5,3,4,1,2,1,1,1,2,5,4,5,0,0,1,1,1
7126,1,5,1,5,2,7,1,1,1,9,2,5,3,4,1,1,1,1,1,2,5,4,5,0,1,1,1,1
7127,1,4,2,5,2,5,1,1,1,9,2,5,1,4,3,2,1,1,1,2,5,4,7,1,1,1,1,1
7128,2,4,1,1,2,4,2,1,2,2,1,5,1,1,7,8,1,2,1,1,8,4,7,1,0,1,0,1
7129,1,4,2,1,2,7,1,1,1,9,2,5,3,4,3,1,1,1,1,2,5,4,4,1,1,1,1,1
7130,1,5,2,5,2,7,1,1,1,9,2,5,1,1,3,1,1,1,1,2,5,4,4,1,1,1,1,1
7131,1,5,1,5,2,7,1,1,1,9,2,5,1,4,1,1,1,1,1,2,5,4,4,1,1,1,1,1
7132,1,5,1,5,2,5,1,1,1,9,2,5,1,4,3,1,1,1,1,2,5,4,7,1,1,1,1,1
7133,2,2,1,1,2,4,2,1,2,12,1,5,1,1,7,8,1,3,1,1,9,4,7,1,0,1,0,1
7134,2,5,1,4,2,4,1,2,2,4,1,5,3,4,1,1,1,1,2,1,5,1,2,1,0,1,1,1
7135,2,1,1,1,2,4,2,1,2,2,1,5,1,1,7,8,1,3,1,1,2,4,7,1,0,1,1,1
7136,2,1,3,4,2,4,1,2,2,4,1,5,3,4,1,1,1,1,2,1,5,2,2,1,0,1,1,1
7137,1,5,1,5,2,7,1,1,1,9,2,5,1,1,1,2,1,1,1,2,5,4,4,1,1,1,1,1
7138,1,4,2,5,2,5,1,1,1,9,2,5,1,4,1,2,1,1,1,2,5,4,4,1,1,1,1,1
7139,1,5,1,1,2,8,1,1,1,9,2,5,3,4,3,1,1,1,1,2,5,4,4,1,0,1,1,1
7140,1,5,1,1,2,7,1,1,1,9,2,5,3,1,3,1,1,1,1,2,5,4,5,0,1,1,1,1
7141,2,2,1,3,2,4,1,2,2,4,1,5,3,1,1,1,1,1,2,1,5,2,2,1,0,1,1,1
7142,1,4,1,1,2,8,1,1,1,9,2,5,1,1,3,2,1,1,1,2,5,4,4,1,0,1,1,1
7143,2,2,3,4,2,4,1,2,2,4,1,5,1,4,1,1,1,1,2,1,5,2,2,1,0,1,1,1
7144,1,1,1,1,2,5,1,1,1,9,2,5,3,1,1,1,1,1,1,2,5,4,4,1,1,1,1,1
7145,1,1,2,5,2,5,1,1,1,9,2,5,1,4,1,1,1,1,1,2,5,4,7,1,1,1,1,1
7146,1,4,2,9,2,9,1,1,2,5,1,2,3,3,8,9,1,1,3,5,5,6,4,1,1,1,1,0
7147,1,4,1,1,2,8,1,1,1,9,2,5,1,1,1,2,1,1,1,2,5,4,4,1,0,1,1,1
7148,1,1,2,5,2,8,1,1,1,9,2,5,1,1,3,1,1,1,1,2,5,4,7,1,0,1,1,1
7149,1,4,1,1,2,8,1,1,1,9,2,5,3,4,1,1,1,1,1,2,5,4,7,1,0,1,1,1
7150,1,4,2,5,2,5,1,1,1,9,2,5,3,1,1,2,1,1,1,2,5,4,5,0,1,1,1,1
7151,1,4,1,5,2,5,1,1,1,9,2,5,3,4,1,2,1,1,1,2,5,4,7,1,1,1,1,1
7152,1,1,1,5,2,8,1,1,1,9,2,5,3,4,1,1,1,1,1,2,5,4,4,1,0,1,1,1
7153,2,5,1,4,2,4,1,2,2,5,1,5,3,1,1,1,1,1,2,1,5,1,2,1,0,1,1,1
7154,1,1,1,5,2,7,1,1,1,9,2,5,1,1,3,1,1,1,1,2,5,4,5,0,1,1,1,1
7155,1,5,1,1,2,7,1,1,1,9,2,5,3,1,1,2,1,1,1,2,5,4,7,1,1,1,1,1
7156,1,5,2,5,2,8,1,1,1,9,2,5,3,1,1,2,1,1,1,2,5,4,7,1,0,1,1,1
7157,1,1,1,1,2,7,1,1,1,9,2,5,3,4,1,2,1,1,1,2,5,4,5,0,1,1,1,1
7158,2,2,1,4,2,4,1,2,2,3,1,5,1,4,1,1,1,1,2,1,5,2,2,1,0,1,1,1
7159,1,1,1,1,2,8,1,1,1,9,2,5,1,1,1,2,1,1,1,2,5,4,7,1,0,1,1,1
7160,1,4,1,5,2,8,1,1,1,9,2,5,1,1,1,1,1,1,1,2,5,4,4,1,0,1,1,1
7161,1,5,1,1,2,8,1,1,1,9,2,5,1,1,3,1,1,1,1,2,5,4,4,1,0,1,1,1
7162,2,2,1,4,2,4,1,2,2,5,1,5,1,1,1,1,1,1,2,1,5,1,2,1,0,1,1,1
7163,1,1,1,1,2,7,1,1,1,9,2,5,3,4,3,2,1,1,1,2,5,4,5,0,1,1,1,1
7164,1,4,2,5,2,7,1,1,1,9,2,5,1,4,1,1,1,1,1,2,5,4,5,0,1,1,1,1
7165,1,4,1,5,2,7,1,1,1,9,2,5,1,4,3,1,1,1,1,2,5,4,4,1,1,1,1,1
7166,1,4,2,1,2,9,1,1,2,11,1,2,3,3,8,9,1,1,3,5,5,6,4,1,1,1,1,0
7167,2,2,3,4,2,4,1,2,2,3,1,5,3,1,1,1,1,1,2,1,5,1,2,1,0,1,1,1
7168,1,4,1,5,2,5,1,1,1,9,2,5,3,4,3,2,1,1,1,2,5,4,5,0,1,1,1,1
7169,1,5,1,1,2,5,1,1,1,9,2,5,1,4,3,2,1,1,1,2,5,4,7,1,1,1,1,1
7170,2,5,1,4,2,4,1,2,2,4,1,5,1,4,1,1,1,1,2,1,5,2,2,1,0,1,1,1
7171,1,5,2,1,2,5,1,1,1,9,2,5,3,4,3,2,1,1,1,2,5,4,7,1,1,1,1,1
7172,1,1,1,5,2,8,1,1,1,9,2,5,3,4,3,2,1,1,1,2,5,4,7,1,0,1,1,1
7173,2,2,1,1,2,4,2,1,2,11,1,5,1,1,7,8,1,3,1,1,8,6,7,1,0,1,0,1
7174,1,5,2,1,2,5,1,1,1,9,2,5,1,4,3,1,1,1,1,2,5,4,7,1,1,1,1,1
7175,1,4,2,1,2,8,1,1,1,9,2,5,3,4,1,1,1,1,1,2,5,4,7,1,0,1,1,1
7176,2,1,1,1,2,4,2,1,2,2,1,5,1,1,7,8,1,2,1,1,9,6,7,1,0,1,0,1
7177,1,5,1,1,2,5,1,1,1,9,2,5,3,4,3,1,1,1,1,2,5,4,7,1,1,1,1,1
7178,1,5,1,1,2,5,1,1,1,9,2,5,3,4,3,2,1,1,1,2,5,4,4,1,1,1,1,1
7179,1,5,1,1,2,8,1,1,1,9,2,5,3,1,3,2,1,1,1,2,5,4,5,0,0,1,1,1
7180,1,5,1,1,2,8,1,1,1,9,2,5,1,1,3,1,1,1,1,2,5,4,5,0,0,1,1,1
7181,2,4,2,9,1,4,1,1,2,5,1,3,1,1,1,1,1,1,2,1,5,5,5,0,0,1,1,1
7182,2,4,1,1,2,4,2,1,2,2,1,5,1,1,7,8,1,2,1,1,2,6,7,1,0,1,1,1
7183,2,2,1,3,2,4,1,2,2,3,1,5,3,4,1,1,1,1,2,1,5,2,2,1,0,1,1,1
7184,1,5,1,5,2,8,1,1,1,9,2,5,1,1,3,2,1,1,1,2,5,4,5,0,0,1,1,1
7185,2,2,1,4,2,4,1,2,2,5,1,5,1,1,1,1,1,1,2,1,5,2,2,1,0,1,1,1
7186,1,5,2,5,2,7,1,1,1,9,2,5,3,4,3,1,1,1,1,2,5,4,5,0,1,1,1,1
7187,1,5,2,1,2,8,1,1,1,9,2,5,1,1,1,1,1,1,1,2,5,4,4,1,0,1,1,1
7188,2,1,1,1,2,4,2,1,2,12,1,5,1,1,7,8,1,3,1,1,8,6,7,1,0,1,0,1
7189,1,1,1,5,2,7,1,1,1,9,2,5,3,1,1,1,1,1,1,2,5,4,5,0,1,1,1,1
7190,1,1,1,1,2,5,1,1,1,9,2,5,3,1,3,2,1,1,1,2,5,4,4,1,1,1,1,1
7191,1,4,1,5,2,7,1,1,1,9,2,5,3,1,1,1,1,1,1,2,5,4,7,1,1,1,1,1
7192,1,4,2,5,2,8,1,1,1,9,2,5,1,1,3,2,1,1,1,2,5,4,5,0,0,1,1,1
7193,1,1,2,5,2,8,1,1,1,9,2,5,3,1,3,2,1,1,1,2,5,4,5,0,0,1,1,1
7194,1,5,1,5,2,5,1,1,1,9,2,5,3,4,1,1,1,1,1,2,5,4,4,1,1,1,1,1
7195,2,5,2,1,2,4,1,1,2,5,1,3,4,3,4,5,1,1,2,1,5,5,4,1,0,1,1,1
7196,1,4,1,5,2,5,1,1,1,9,2,5,1,1,1,1,1,1,1,2,5,4,4,1,1,1,1,1
7197,1,5,1,1,2,8,1,1,1,9,2,5,3,4,3,1,1,1,1,2,5,4,5,0,0,1,1,1
7198,1,4,2,1,2,7,1,1,1,9,2,5,1,1,1,1,1,1,1,2,5,4,5,0,1,1,1,1
7199,1,4,1,5,2,5,1,1,1,9,2,5,3,1,3,2,1,1,1,2,5,4,4,1,1,1,1,1
7200,2,5,3,4,2,4,1,2,2,5,1,5,1,1,1,1,1,1,2,1,5,2,2,1,0,1,1,1
7201,1,5,1,1,2,5,1,1,1,9,2,5,1,4,1,2,1,1,1,2,5,4,4,1,1,1,1,1
7202,2,2,3,3,2,4,1,2,2,4,1,5,3,1,1,1,1,1,2,1,5,1,2,1,0,1,1,1
7203,1,5,1,5,2,7,1,1,1,9,2,5,3,4,3,1,1,1,1,2,5,4,7,1,1,1,1,1
7204,2,1,1,4,2,4,1,2,2,4,1,5,3,4,1,1,1,1,2,1,5,2,2,1,0,1,1,1
7205,2,5,1,1,2,4,2,1,2,11,1,5,1,1,7,8,1,3,1,1,8,6,7,1,0,1,0,1
7206,1,5,1,5,2,5,1,1,1,9,2,5,3,1,1,2,1,1,1,2,5,4,5,0,1,1,1,1
7207,1,5,2,1,2,5,1,1,1,9,2,5,1,1,1,2,1,1,1,2,5,4,7,1,1,1,1,1
7208,2,5,3,4,2,4,1,2,2,3,1,5,3,4,1,1,1,1,2,1,5,2,2,1,0,1,1,1
7209,1,1,1,1,2,7,1,1,1,9,2,5,1,1,3,2,1,1,1,2,5,4,7,1,1,1,1,1
7210,1,5,2,1,2,8,1,1,1,9,2,5,1,1,1,2,1,1,1,2,5,4,7,1,0,1,1,1
7211,2,1,3,3,2,4,1,2,2,3,1,5,3,1,1,1,1,1,2,1,5,2,2,1,0,1,1,1
7212,1,5,2,5,2,5,1,1,1,9,2,5,3,1,3,1,1,1,1,2,5,4,5,0,1,1,1,1
7213,1,5,1,5,2,5,1,1,1,9,2,5,3,1,3,2,1,1,1,2,5,4,7,1,1,1,1,1
7214,1,5,1,5,2,5,1,1,1,9,2,5,3,4,3,1,1,1,1,2,5,4,7,1,1,1,1,1
7215,1,5,2,5,2,8,1,1,1,9,2,5,3,1,1,1,1,1,1,2,5,4,5,0,0,1,1,1
7216,1,5,2,1,2,8,1,1,1,9,2,5,1,1,3,1,1,1,1,2,5,4,5,0,0,1,1,1
7217,2,5,1,4,2,4,1,2,2,3,1,5,3,4,1,1,1,1,2,1,5,2,2,1,0,1,1,1
7218,1,5,2,1,2,5,1,1,1,9,2,5,3,4,3,2,1,1,1,2,5,4,5,0,1,1,1,1
7219,1,5,1,5,2,5,1,1,1,9,2,5,1,1,1,2,1,1,1,2,5,4,7,1,1,1,1,1
7220,2,1,1,4,2,4,1,2,2,5,1,5,1,4,1,1,1,1,2,1,5,2,2,1,0,1,1,1
7221,2,4,1,1,2,4,2,1,2,11,1,5,1,1,7,8,1,3,1,1,8,4,7,1,0,1,0,1
7222,2,5,1,4,2,4,1,2,2,3,1,5,3,1,1,1,1,1,2,1,5,2,2,1,0,1,1,1
7223,1,1,1,5,2,8,1,1,1,9,2,5,3,1,1,2,1,1,1,2,5,4,5,0,0,1,1,1
7224,1,5,1,1,2,5,1,1,1,9,2,5,1,1,1,1,1,1,1,2,5,4,4,1,1,1,1,1
7225,1,5,1,1,2,8,1,1,1,9,2,5,1,4,1,2,1,1,1,2,5,4,5,0,0,1,1,1
7226,2,1,1,4,2,4,1,2,2,4,1,5,3,1,1,1,1,1,2,1,5,1,2,1,0,1,1,1
7227,1,5,2,5,2,8,1,1,1,9,2,5,3,4,3,2,1,1,1,2,5,4,5,0,0,1,1,1
7228,2,4,1,1,2,4,2,1,2,2,1,5,1,1,7,8,1,3,1,1,8,4,7,1,0,1,0,1
7229,2,5,1,3,2,4,1,2,2,5,1,5,3,4,1,1,1,1,2,1,5,2,2,1,0,1,1,1
7230,1,4,2,5,2,9,1,1,2,11,1,2,3,3,8,9,1,1,3,5,5,6,4,1,1,1,1,0
7231,2,2,1,4,2,4,1,2,2,3,1,5,3,4,1,1,1,1,2,1,5,1,2,1,0,1,1,1
7232,1,4,2,1,2,7,1,1,1,9,2,5,1,4,1,1,1,1,1,2,5,4,5,0,1,1,1,1
7233,2,2,1,1,2,4,2,1,2,12,1,5,1,1,7,8,1,2,1,1,9,6,7,1,0,1,0,1
7234,2,2,1,4,2,4,1,2,2,5,1,5,3,1,1,1,1,1,2,1,5,2,2,1,0,1,1,1
7235,2,5,1,1,2,4,2,1,2,2,1,5,1,1,7,8,1,3,1,1,8,6,7,1,0,1,0,1
7236,2,2,1,4,2,4,1,2,2,4,1,5,3,4,1,1,1,1,2,1,5,2,2,1,0,1,1,1
7237,1,5,1,1,2,5,1,1,1,9,2,5,3,1,1,1,1,1,1,2,5,4,7,1,1,1,1,1
7238,1,5,2,1,2,7,1,1,1,9,2,5,1,4,3,1,1,1,1,2,5,4,5,0,1,1,1,1
7239,2,4,1,1,2,4,2,1,2,2,1,5,1,1,7,8,1,2,1,1,7,6,7,1,0,1,0,1
7240,1,5,1,5,2,7,1,1,1,9,2,5,3,4,3,2,1,1,1,2,5,4,5,0,1,1,1,1
7241,1,4,1,5,2,7,1,1,1,9,2,5,1,4,1,2,1,1,1,2,5,4,5,0,1,1,1,1
7242,1,5,1,1,2,7,1,1,1,9,2,5,1,4,3,2,1,1,1,2,5,4,7,1,1,1,1,1
7243,1,5,1,1,2,8,1,1,1,9,2,5,1,4,1,2,1,1,1,2,5,4,7,1,0,1,1,1
7244,2,2,1,1,2,4,2,1,2,11,1,5,1,1,7,8,1,3,1,1,8,4,7,1,0,1,0,1
7245,2,5,3,4,2,4,1,2,2,5,1,5,3,4,1,1,1,1,2,1,5,1,2,1,0,1,1,1
7246,2,2,1,1,2,4,2,1,2,12,1,5,1,1,7,8,1,3,1,1,7,6,7,1,0,1,0,1
7247,1,5,1,1,2,8,1,1,1,9,2,5,3,1,3,1,1,1,1,2,5,4,7,1,0,1,1,1
7248,1,5,2,5,2,8,1,1,1,9,2,5,1,4,1,2,1,1,1,2,5,4,7,1,0,1,1,1
7249,1,5,2,5,2,7,1,1,1,9,2,5,3,1,3,2,1,1,1,2,5,4,5,0,1,1,1,1
7250,1,5,1,1,2,7,1,1,1,9,2,5,1,1,3,2,1,1,1,2,5,4,7,1,1,1,1,1
7251,2,4,1,1,2,4,2,1,2,2,1,5,1,1,7,8,1,3,1,1,2,6,7,1,0,1,1,1
